,label,text,label_none,label_soft,label_tech,label_code
5896,soft,Sie zeichnen sich durch eine hohe analytische Fähigkeit sowie Prozessverständnis aus.,0,1,0,1
5897,tech,Sicherer Umgang mit MS-Office,0,0,1,2
5898,soft,Souveräne sowie ergebnisorientierte Handlungsweise,0,1,0,1
5899,tech,Sicherer Umgang mit MS-Office-Anwendungen,0,0,1,2
5900,tech,Sehr gute Kenntnisse in MS Excel und SAP BW und solide Kenntnisse in MS PowerPoint,0,0,1,2
5901,soft,Fundierte Englischkenntnisse in Wort und Schrift,0,1,0,1
5902,none,"Standort SKFM Mettmann e.V. Mettmann, Deutschland",1,0,0,0
5903,tech,"einschlägiges Know-how in Unix/Linux auf Shell-Ebene inklusive Shell-Skripting, SQL (DB2), im Bereich Dokumentenmanagementsysteme (z. B. IBM Content Manager), ITIL (vorzugsweise ITIL V3) sowie im Enterprise Job Scheduling (vorzugsweise UC4/Automic)",0,0,1,2
5904,none,"Kundenbetreuer (m/w) Vollzeit Berlin, Deutschland Ohne Berufserfahrung 18.09.17",1,0,0,0
5905,none,Nützliche Links Sitemap Cookies Datenschutz Feedback Impressum Land,1,0,0,0
5906,soft,Ihre guten Englischkenntnisse runden ihr Profil ab,0,1,0,1
5907,soft,Organisationstalent und Fähigkeit zu selbständigem und eigenverantwortlichem Arbeiten bei hohem Qualitätsanspruch,0,1,0,1
5908,tech,Gute Englischkenntnisse in Wort und Schrift,0,0,1,2
5909,tech,"Neben Ihren Fachkenntnissen bringen Sie Organisationsfähigkeit, Kommunikationsstärke und Sensibilität im Umgang mit SchülerInnen mit Unterstützungsbedarf sowie deren Angehörigen mit.",0,0,1,2
5910,soft,Unternehmerisches Denken und Handeln,0,1,0,1
5911,none,Impressum Kontakt Newsletter Open Data RSS-Feeds Stellenangebote und Ausschreibungen veröffentlichen Über bund.de,1,0,0,0
5912,soft,"Belastbarkeit, Flexibilität sowie ein überzeugendes Auftreten runden Ihr Profl ab.",0,1,0,1
5913,soft,Verantwortungsbewusste und engagierte Arbeitsweise.,0,1,0,1
5914,none,"Für Auskünfte stehen Ihnen die Pflegedienstleitung Frau Calmbach  EMAIL_ADDRESS  oder deren Vertretung Frau Eder  EMAIL_ADDRESS der Telefonnummer 08052/171-0, 08052171-1700 zur Verfügung.",1,0,0,0
5915,soft,Einfühlungsvermögen sowie Freude an der Arbeit mit Menschen.,0,1,0,1
5916,none,"Chemie, Pharma und Health Care",1,0,0,0
5917,soft,Sehr gute Deutschkenntnisse,0,1,0,1
5918,soft,"Begeisterungsfähigkeit, Offenheit für Neues und Spaß am Reisen",0,1,0,1
5919,tech,"Fundierte Kenntnisse in den naturwissenschaftlichen Bereichen, wie Mathematik, Physik und Chemie sowie technisches Interesse und handwerkliches Geschick.",0,0,1,2
5920,none,"Qualitätsmanager (m/w) Vollzeit Münchingen, 70825 Korntal-Münchingen, Deutschland Mit Berufserfahrung 24.05.16",1,0,0,0
5921,soft,"Kreativität, Flexibilität und Leistungsbereitschaft",0,1,0,1
5922,tech,"Idealerweise Kenntnis der marktrelevanten Zielgruppen in mehrstufigen Vertriebswegen (Handelsgruppen, Industrie OEM)",0,0,1,2
5923,soft,Kundenorientierung und Kommunikation.,0,1,0,1
5924,soft,"gute analytische Fähigkeiten,",0,1,0,1
5925,none,Servicemenü,1,0,0,0
5926,tech,umfassende Rechtskenntnisse auf dem Gebiet des Verwaltungs- oder Wirtschaftsrechts,0,0,1,2
5927,none,"Standort Deutsche Bahn AG Stuttgart, Deutschland",1,0,0,0
5928,none,Surgical ImagingProfessional filmmaking for medical media productions.,1,0,0,0
5929,tech,rechtlichen Kenntnissen des SGB VIII,0,0,1,2
5930,none,"Standort PSD Group GmbH Frankfurt am Main, Deutschland",1,0,0,0
5931,none,"Standort BellandVision GmbH Bahnhofstraße 9, 91257 Pegnitz, Deutschland",1,0,0,0
5932,none,Asset Management,1,0,0,0
5933,soft,"Verhandlungssichere Deutsch- und Englischkenntnisse in Wort und Schrift, weitere Fremdsprache von Vorteil",0,1,0,1
5934,none,Kontakt Ansprechpartner: Herr Wilko Adler E-Mail: w.adler@brunel.net,1,0,0,0
5935,soft,Belastbarkeit und Leistungsbereitschaft,0,1,0,1
5936,soft,Ausgeprägte organisatorische Fähigkeiten sowie Spaß am Planen und Koordinieren.,0,1,0,1
5937,none,"Bewerben Sie sich bitte per E-Mail unter Angabe Ihrer Gehaltsvorstellung und Ihrer Verfügbarkeit an EMAIL_ADDRESS Standort: Uhingen, Deutschland Ansprechpartner: Anne Benz 07161-3000-243 EMAIL_ADDRESS  Â  Unser Angebot: Werden Sie Teil von COMM-TEC.",1,0,0,0
5938,tech,Sie sind vertraut mit der Arbeit unter Linux und haben sichere Programmierkenntnisse in C und C++,0,0,1,2
5939,none,Management-Tipps Leadership Mitarbeiterbindung Personalentwicklung Recruiting,1,0,0,0
5940,tech,Gute Kenntnisse im Umgang mit PC-Anwendungen.,0,0,1,2
5941,soft,Freude am sozialen Umgang und Betreuung mit unseren Beschäftigten haben.,0,1,0,1
5942,soft,"Zuverlässigkeit, Genauigkeit, Verantwortungsbewusstsein und Teamfähigkeit.",0,1,0,1
5943,none,Cura Seniorenwohn- und Pflegeheime Dienstleistungs GmbH Französische Straße 53 - 55 10117 Berlin,1,0,0,0
5944,none,Kontakt Weitere Fragen beantwortet Ihnen gerne Sarah Shaath aus unserem Personalbereich unter der Telefonnummer +49 711 21858-3350. Interessiert? Dann bewerben Sie sich jetzt per E-Mail unter transnetbw.de/karriere mit Angabe Ihrer Gehaltsvorstellung und des möglichen Eintrittsdatums. (Referenznummer 2414),1,0,0,0
5945,soft,Sie gehen auch unliebsame Themen proaktiv an und agieren dabei mit strategischem Weitblick.,0,1,0,1
5946,tech,Sehr gute Kenntnisse in MS Office und idealerweise in SAP R/3.,0,0,1,2
5947,soft,Ausgeprägte Kommunikationsstärke mit der Belegschaft als auch mit dem Management,0,1,0,1
5948,tech,Kenntnisse der Skriptsprache Python sowie in der Datenbanksprache SQL,0,0,1,2
5949,none,"Standort M Plan GmbH Düsseldorf, Deutschland",1,0,0,0
5950,soft,Durchsetzungsvermögen und Verhandlungsgeschick setzen wir als gegeben voraus.,0,1,0,1
5951,none,"Sicherheitsdienstleistungen (§§ 5,8,9 LuftSiG)Weitere Airport- und Airlineservices schließen",1,0,0,0
5952,soft,Stark ausgeprägte Service- und Qualitätsorientierung,0,1,0,1
5953,tech,Führerschein und PKW zum Erreichen des Arbeitsplatzes von Vorteil,0,0,1,2
5954,soft,"Darüber hinaus sollten Sie eine eigenverantwortliche Arbeitsweise schätzen, über gute Englischkenntnisse verfügen, flexibel und engagiert sein.",0,1,0,1
5955,none,"Um unsere Position weiter auszubauen, suchen wir zum nächstmöglichen Termin eine/n.",1,0,0,0
5956,soft,"Belastbarkeit, Flexibilität, Teamfähigkeit und ein hohes Maß an Eigeninitiative.",0,1,0,1
5957,soft,Fach- und Sozialkompetenz sowie Engagement.,0,1,0,1
5958,tech,Den Umgang mit den gängigen Anwendungen aus MS-Office sind Sie gewohnt.,0,0,1,2
5959,soft,Selbstständige und zielorientierte Arbeitsweise,0,1,0,1
5960,none,LeasePlan in den sozialen Medien,1,0,0,0
5961,tech,umfassende Kenntnisse der kaufmännischen Buchführung und der Jahresabschlusserstellung,0,0,1,2
5962,soft,"Eine engagierte, sorgfältige und strukturierte Arbeitsweise ist für Sie selbstverständlich.",0,1,0,1
5963,tech,"Gute EDV-Kenntnisse (MS Office, CRM-Tool, Lotus Notes).",0,0,1,2
5964,soft,"Flexibilität, Belastbarkeit und Teamgeist",0,1,0,1
5965,soft,Organisations- und Verhandlungsgeschick sowie fundiertes Fachwissen und auf soziale Kompetenz basierendes Auftreten,0,1,0,1
5966,tech,Kenntnisse im Reporting von Zoll- und Energie-Steuern sowie im Unionszollkodex werden vorausgesetzt,0,0,1,2
5967,tech,Hohe Vertriebs- und Erfolgsorientierung,0,0,1,2
5968,none,"Als innovationsfreudiges, mittelständisches Familienunternehmen ist Remmers Hersteller von bauchemischen Produkten, Holzfarben und –lacken sowie Industrielacken. Finden Sie Ihren Platz bei uns als.",1,0,0,0
5969,soft,"selbstständige und eigenverantwortliche Arbeitsweise, Verschwiegenheit, Organisationsvermögen und Zuverlässigkeit",0,1,0,1
5970,tech,Kenntnisse in der redaktionellen Arbeit mit Content-Management-Systemen (z.B. Wordpress) sind von Vorteil,0,0,1,2
5971,soft,Verhandlungssicherheit in Deutsch und Englisch.,0,1,0,1
5972,none,"Wir sind das kommunale Versorgungs- und Verkehrsunternehmen der Region für über 190.000 Kundinnen und Kunden mit einem Jahresumsatz von 440 Mio. €. Unsere 808 Mitarbeiterinnen und Mitarbeiter engagieren sich für eine kundenorientierte, sichere und umweltschonende Versorgung mit Strom, Erdgas, Fernwärme und für die Lieferung von Wasser sowie für den ÖPNV und unsere Bäder.",1,0,0,0
5973,tech,Kenntnisse im SEO-Bereich,0,0,1,2
5974,none,"Standort Mainzer Verkehrsgesellschaft mbH Mainz, Deutschland",1,0,0,0
5975,none,"Standort RTL Radio Deutschland GmbH Berlin, Deutschland",1,0,0,0
5976,soft,Führerschein Klasse B mit sehr guten Ortskenntnissen in Hamburg bzw. Frankfurt am Main und Umgebung.,0,1,0,1
5977,soft,"Selbstständigkeit, Detailtreue und Zuverlässigkeit",0,1,0,1
5978,none,Für den Großraum Ruhrgebiet.,1,0,0,0
5979,none,Wir suchen für unsere Zentrale Oldenburg (Oldb .) zum nächstmöglichen Termin einen.,1,0,0,0
5980,soft,Hohes Maß an Teamfähigkeit und Kundenorientierung.,0,1,0,1
5981,soft,Neben fließenden englisch und deutsch Kenntnissen beherrschen sie den souveränen Umgang als Kundenansprechpartner.,0,1,0,1
5982,soft,Sie verfügen über eine hohe Affinität zu Zahlen und über ein sehr gutes analytisches Denk- und Abstraktionsvermögen.,0,1,0,1
5983,none,"Standort IQ-optimize Software AG Robert-Bosch-Straße 8, 63477 Maintal, Deutschland",1,0,0,0
5984,tech,Kenntnisse in Siemens NX sowie MS-Office-Kenntnisse.,0,0,1,2
5985,none,Anzeigen schalten Für Arbeitgeber Produktkatalog Warum jobvector?,1,0,0,0
5986,none,More Search Options Search Candidates,1,0,0,0
5987,tech,"Souveräner Umgang mit den MS-Office Programmen, Kenntnisse in Lotus Notes und CEOS (internes Einkaufsprogramm) wünschenswert",0,0,1,2
5988,none,"Seit 1963 stehen wir für einfache, erfolgreiche Garantie-Lösungen über die gesetzliche Gewährleistung hinaus.",1,0,0,0
5989,none,Stellenangebot 3 von 3,1,0,0,0
5990,soft,Fließende Deutsch- und sehr gute Englischkenntnisse in Wort und Schrift.,0,1,0,1
5991,soft,"Ausgeprägte Kommunikationsfähigkeit, Aufgeschlossenheit sowie interkulturelle Kompetenz.",0,1,0,1
5992,soft,Sehr gute Deutschkenntnisse sowie Grundkenntnisse in der englischen Sprache.,0,1,0,1
5993,none,Kontakt Haben wir Ihre Leidenschaft geweckt? Frau Lisa Hering freut sich über Ihre aussagekräftige Bewerbung unter der Kennziffer STE31-21118-MPAZ mit Angabe des frühestmöglichen Eintrittstermins und Ihrer Gehaltsvorstellung. Senden Sie uns Ihre Unterlagen per E-Mail an weissach@m-plan.com oder nutzen Sie unser Online-Formular. M Plan GmbH Niederlassung Weissach 71287 Weissach-Flacht Frau Lisa Hering +49 7044-9176-103 +49 7044-9176-100 weissach@m-plan.com,1,0,0,0
5994,tech,Sehr gute fachliche Kenntnisse in der Personalarbeit im Öffentlichen Dienst,0,0,1,2
5995,soft,"Ausgeprägte analytische und konzeptionelle Fähigkeiten, Kommunikationsstärke und Teamfähigkeit werden vorausgesetzt.",0,1,0,1
5996,none,Mail,1,0,0,0
5997,soft,Du besitzt hervorragende Kommunikationsfähigkeiten,0,1,0,1
5998,none,"Standort DIS AG Geschäftsbereich Finance 60486 Frankfurt am Main, Deutschland",1,0,0,0
5999,soft,Eine sehr selbstständige Arbeitsweise,0,1,0,1
6000,none,Mit einem Umsatz von ca.,1,0,0,0
6001,tech,gute MS-Office - Kenntnisse,0,0,1,2
6002,soft,Verhandlungssichere Deutsch- und Englisch-Kenntnisse,0,1,0,1
6003,soft,Bereitschaft zu Reisetätigkeit muß gegeben sein.,0,1,0,1
6004,tech,"Sehr gute Englisch- und PC-Kenntnisse (Word, Excel, Power Point).",0,0,1,2
6005,soft,"Sie verfügen über ein souveränes Auftreten, analytische Denkweise, hohe Lösungskompetenz und verlieren auch bei vielen Projekten nicht den Überblick.",0,1,0,1
6006,soft,"Flexibilität, Belastbarkeit, Teamfähigkeit, Sorgfältigkeit und Präzision, selbständige Arbeitsweise, Durchsetzungsvermögen, betriebswirtschaftliche Denkweise, ausgeprägte Kommunikationsstärke und soziale Kompetenz, Organisationstalent,",0,1,0,1
6007,soft,Strukturierte Arbeitsweise.,0,1,0,1
6008,none,Seit mehr als 160 Jahren steht die Firma Hubensack als mittelständiges Handelsunternehmen für alle Produkte rund um den „gedeckten Tisch“ sowie das gesamte Equipment der Großküchentechnik.,1,0,0,0
6009,tech,"Sie beherrschen moderne Datenbanktechnologien, Datenmodellierung und SQL.",0,0,1,2
6010,soft,Sie sind zuverlässig und arbeiten gewissenhaft,0,1,0,1
6011,tech,Gute EDV- bzw. MS Office-Kenntnisse,0,0,1,2
6012,tech,Gute Kenntnisse in MS Office,0,0,1,2
6013,soft,Gute Präsentations- und Moderationsfähigkeit.,0,1,0,1
6014,soft,Team- und lösungsorientierte Arbeitsweise.,0,1,0,1
6015,none,"Jobs & Praktika Weitere SuchoptionenWas soll durchsucht werden?Jobs & Praktika für Berufserfahrene, Einsteiger, Azubis, Schüler und StudentenStellenanzeigen für Berufserfahrene und Einsteiger mit abgeschlossener Ausbildung oder StudiumPraktika, Ausbildungen, Studiengänge für Studenten, Azubis und SchülerNews/Profile/Events der Mitglieder und von ITbavaria.de",1,0,0,0
6016,soft,"Kundenorientierung und Engagement, ein hohes Maß an administrativer Sorgfalt und eine lösungsorientierte, strukturierte Arbeitsweise runden Ihr Profil ab.",0,1,0,1
6017,none,DIE PELION XII GMBH IST EIN IN HANNOVER ANSÄSSIGES TOCHTERUNTERNEHMEN DER SGH SERVICE AG.,1,0,0,0
6018,soft,Gute bis sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift.,0,1,0,1
6019,none,"Haben wir Ihr Interesse geweckt? Dann freuen wir uns über Ihre Bewerbung, unter Angabe Ihrer frühesten Eintrittsmöglichkeit und Ihrer Gehaltsvorstellung. SWMH Service GmbH | Konzernbereich Personal | Frau Dimitra Tsomeidou| Plieninger Straße 150 | 70567 Stuttgart",1,0,0,0
6020,soft,"Fließende Deutschkenntnisse in Wort und Schrift, Englischkenntnisse wünschenswert",0,1,0,1
6021,tech,Der Umgang mit EDV wie MS-Office und SAP-Anwendungen sind für Sie selbstverständlich.,0,0,1,2
6022,none,Der Dienstsitz befindet sich am Sitz der Zentrale im Allgäu.,1,0,0,0
6023,none,Seit über 35 Jahren optimieren wir mit mehr als 100 Mitarbeitern die Energiesituation unserer Kunden.,1,0,0,0
6024,tech,"GRP, OTS, KUR oder CPV sind für dich keine Fremdwörter",0,0,1,2
6025,soft,"Sie arbeiten strukturiert, besitzen ein hohes Abstraktionsvermögen, sind entscheidungsfreudig und gehen Probleme und Konflikte aktiv und lösungsorientiert an.",0,1,0,1
6026,soft,Alltagstaugliche Englischkenntnisse in Wort und Schrift,0,1,0,1
6027,tech,Sie verfügen über gute Kenntnisse des deutschen Umsatzsteuerrechts und setzen Ihre Expertenkenntnisse im Bereich MS-Office mit Leichtigkeit ein.,0,0,1,2
6028,tech,Kenntnisse der gängigen Shopsoftware.,0,0,1,2
6029,tech,"Sie verfügen über sehr gute Kenntnisse in gängiger Bürosoftware, sind vertraut im Umgang mit Datenbanken und verfügen über gute Englischkenntnisse.",0,0,1,2
6030,none,July 2016.,1,0,0,0
6031,soft,zuverlässige und strukturierte Arbeitsweise,0,1,0,1
6032,soft,Kommunikationsstärke und Souveränität im Umgang mit den Kunden,0,1,0,1
6033,none,General Logistics Systems Germany GmbH & Co. OHG 65760 Eschborn Deutschland,1,0,0,0
6034,soft,Eigeninitiative und eine schnelle Auffassungsgabe.,0,1,0,1
6035,soft,Aufgeschlossene und zuvorkommende Art,0,1,0,1
6036,soft,Kreativität und Einsatzbereitschaft.,0,1,0,1
6037,none,Interhyp sucht Führungspersönlichkeiten für eine runde Baufinanzierung,1,0,0,0
6038,soft,Hohe Belastbarkeit,0,1,0,1
6039,soft,"Selbstständiger, ergebnisorientierter Arbeitsstil sowie Teamfähigkeit und Durchsetzungsstärke.",0,1,0,1
6040,none,AGB Widerrufsbelehrung Impressum Datenschutz Pressestelle,1,0,0,0
6041,tech,Fundiertes Fachwissen über VDA19 und VDA 19 Teil 2,0,0,1,2
6042,none,Drucken,1,0,0,0
6043,tech,"Sehr gute Kenntnisse in Photoshop sowie ausgeprägtes grafisches Verständnis (Bildqualität, Seitenaufbau, Einhalten der CI)",0,0,1,2
6044,none,Was unsere Mitarbeiter neben ihrem Fachwissen und beruflicher Erfahrung noch benötigen?,1,0,0,0
6045,soft,Überzeugungs- und Durchsetzungsvermögen mit der Fähigkeit zur kritischen Analyse komplexer Zusammenhänge,0,1,0,1
6046,tech,Gute Englisch- und MS-Office-Kenntnisse.,0,0,1,2
6047,none,Wir suchen per sofort oder später:,1,0,0,0
6048,soft,Zuverlässigkeit und Sicherheitsbewusstsein,0,1,0,1
6049,soft,"Genauigkeit, Zuverlässigkeit und gutes Zeitmanagement",0,1,0,1
6050,soft,Sehr gute Englischkenntnisse in Wort und Schrift sowie sehr gute kommunikative Fähigkeiten,0,1,0,1
6051,soft,Reisebereitschaft im gesamten Bundesgebiet und ins benachbarte europäische Ausland.,0,1,0,1
6052,tech,"Sie beherrschen den professionellen Umgang mit MS-Office (Word, Excel, Outlook, PowerPoint), Internet und den neuen Medien.",0,0,1,2
6053,tech,"Gute Kenntnisse in automotive Bussystemen (CAN, Ethernet, ...) und Übertragungsprotokollen (TCP/IP, ...)",0,0,1,2
6054,soft,Gute englische Sprachkenntnisse sind aufgrund der hohen Auslandstätigkeit erforderlich.,0,1,0,1
6055,none,"Standort Riese & Müller GmbH Weiterstadt, Deutschland",1,0,0,0
6056,none,"var tag = document.createElement('script'); tag.src = ""//www.youtube.com/player_api""; var firstScriptTag = document.getElementsByTagName('script')[0]; firstScriptTag.parentNode.insertBefore(tag, firstScriptTag); var video_yt_player; function onYouTubeIframeAPIReady() { //creates the player object video_yt_player = new YT.Player('video_yt_player_iframe'); //subscribe to events video_yt_player.addEventListener(""onReady"", ""onYouTubePlayerReady""); video_yt_player.addEventListener(""onStateChange"", ""onYouTubePlayerStateChange""); } function onYouTubePlayerReady() { // } function onYouTubePlayerStateChange(event) { switch (event.data) { case YT.PlayerState.UNSTARTED: break; case YT.PlayerState.ENDED: break; case YT.PlayerState.PLAYING: var $iframe = $('iframe.js-video'); var movieFirstTimePlayed = $iframe.attr('data-first-play'); if(parseInt(movieFirstTimePlayed) === 1){ if((window.analyticsHelpers != undefined) &&(window.analyticsHelpers.sendUTag != undefined)) { var linkName = ""Play_CompanyHub_CompanyPresentationVideo""; if(false) { linkName = ""Play_CompanyHub_VirtualOfficeTourVideo""; } window.analyticsHelpers.sendUTag({'companypage__events' : ['company_video_click'], ""link_name"": linkName}); } $iframe.attr('data-first-play', ""0""); } break; case YT.PlayerState.PAUSED: break; case YT.PlayerState.BUFFERING: break; case YT.PlayerState.CUED: break; } }",1,0,0,0
6057,tech,Fundierte Kenntnisse im nationalen und internationalen Steuerrecht.,0,0,1,2
6058,tech,Kenntnisse im Bereich Spülmaschinentechnik oder auch Reinigungs- und Desinfektionsautomaten wären von Vorteil.,0,0,1,2
6059,soft,Verhandlungssicheres Deutsch und Englisch in Wort und Schrift werden vorausgesetzt.,0,1,0,1
6060,soft,"Konzeptionelles, analytisches Denken.",0,1,0,1
6061,none,Wir sind ein Hamburger Immobilienunternehmen mit über 30 Jahren Erfahrung am Markt und derzeit 5 Mitarbeitern. Zu unseren Kunden gehören anspruchsvolle Anleger und Investoren.,1,0,0,0
6062,soft,"Zuverlässige, selbstständige und strukturierte Arbeitsweise",0,1,0,1
6063,soft,Weiterbildungsbereitschaft und grundsätzliche Reisebereitschaft.,0,1,0,1
6064,tech,Fundierte Kenntnisse des Sozialversicherungs- und Lohnsteuerrechts sind zwingend erforderlich,0,0,1,2
6065,none,"Kontakt Bitte senden Sie Ihre vollständige, aussagekräftige schriftliche Bewerbung unter Angabe Ihrer Gehaltsvorstellung und Ihres möglichen Eintrittstermins an: bewerbungen@richard-leipold.de oder per Post an: Richard Leipold GmbH, Geschäftsleitung, Industriestrasse 11, 34260 Kaufungen, www.richard-leipold.de Richard Leipold GmbH z. Hd. Geschäftsleitung Industriestrasse 11,34260 Kaufungen www.richard-leipold.de",1,0,0,0
6066,none,Praktikant/in in der Unternehmensstrategie und Analyse der OTTO Einzelgesellschaft,1,0,0,0
6067,soft,Kundenfreundlichkeit und Kommunikationsstärke.,0,1,0,1
6068,tech,Grundlagen von Funktechnologien im ISM-Band,0,0,1,2
6069,soft,Sie verfügen über Organisationstalent und eine ausgeprägte Dienstleistungsmentalität.,0,1,0,1
6070,none,Wir suchen zur Verstärkung unseres Teams in Hamburg einen.,1,0,0,0
6071,none,"Für weitere Details steht Ihnen in der Pflegedirektion, Frau I. Wöbbecke, telefonisch unter 0511 8208-2232 gerne zur Verfügung.",1,0,0,0
6072,soft,Ausgeprägte analytische Fähigkeiten und hohes Zahlenverständnis,0,1,0,1
6073,none,In this position you will be part of our section that is responsible for the development of test solutions for leading edge electronic systems.,1,0,0,0
6074,none,"DEN ARBEITSPLATZ WECHSELN Leistungen und Gehalt vergleichen lohnt sich Kennen Sie Ihren Marktwert? Bei einem Jobwechsel in Berlin, Brandenburg, Nordrhein-Westfalen, Baden-Württemberg oder auch bundesweit sind wir Ihr kompetenter Ansprechpartner. Gemäß Ihrer Qualifikation erhalten Sie von uns passende Angebote für mögliche neue Arbeitsstellen in z.B. Bottrop, Berlin, Mannheim oder Sindelfingen. Teilen Sie uns Ihre Wünsche für Ihren neuen Job mit und wir vergleichen für Sie wichtige Kriterien wie z.B. Gehaltsvorstellungen und Zusatzleistungen – und das natürlich streng vertraulich. Wir freuen uns auf Ihre Kontaktaufnahme!",1,0,0,0
6075,none,"VBH ist das weltweit größte Handelsunternehmen für Baubeschläge für Fenster und Türen und somit der wichtigste internationale Partner der deutschen Beschlagsindustrie. Gelebte Internationalität, verbunden mit den Vorzügen eines mittelständischen Unternehmens, machen uns zu einem attraktiven Arbeitgeber. Zur Verstärkung unseres Teams am Standort Münchingen, 70825 Korntal-Münchingen, Deutschland suchen wir zum nächstmöglichen Zeitpunkt eine/n",1,0,0,0
6076,soft,Ausgeprägte unternehmerische Fähigkeiten.,0,1,0,1
6077,none,Informationen zu Studiengängen,1,0,0,0
6078,none,Standort Würth Elektronik GmbH & Co. KG,1,0,0,0
6079,soft,Kommunikatives Auftreten Kreativität.,0,1,0,1
6080,soft,"Gute Kommunikations- und Ausdrucksfähigkeit, sowohl in deutscher wie in englischer Sprache in Wort und Schrift",0,1,0,1
6081,soft,Sicheres Auftreten.,0,1,0,1
6082,soft,"Selbstständiges, strukturiertes und eigenverantwortliches Arbeiten.",0,1,0,1
6083,none,"Beim Senator für Umwelt, Bau und Verkehr ist in der Abteilung 3 Natur und Wasser im Referat 34 Wasser und Deichrecht zum nächstmöglichen Zeitpunkt die Stelle einer/eines.",1,0,0,0
6084,none,"Standort abilis GmbH IT-Services & Consulting Lorenzstr. 6, 76297 Stutensee, Deutschland",1,0,0,0
6085,none,TMS-Infos,1,0,0,0
6086,none,"Standort KATHREIN SE Anton-Kathrein-Str. 1-3, 83004 Rosenheim, Deutschland",1,0,0,0
6087,tech,Sehr gute Kenntnisse des MS Office-Pakets.,0,0,1,2
6088,none,Neugierig geworden?,1,0,0,0
6089,none,Bitte bewerben Sie sich online unter www.jungheinrich.de/karriere,1,0,0,0
6090,tech,"Sehr gute Kenntnisse von EAM-Konzepten und -Prozessen sowie flankieren-der Themen wie IT-Strategie, IT-Governance oder IT-Portfolie-Management",0,0,1,2
6091,tech,Überdurchschnittliche Anwenderkenntnisse des MS-Office-Pakets.,0,0,1,2
6092,soft,Leistungsmotivation und Einsatzbereitschaft,0,1,0,1
6093,soft,"Sie denken und handeln zielorientiert, sind durchsetzungsstark und sozial kompetent.",0,1,0,1
6094,tech,"Routinierter Umgang mit MS Office, insbesondere mit Excel.",0,0,1,2
6095,tech,"Du beherrschst selbstverständlich den Umgang mit MS Office, insbesondere Excel und PowerPoint.",0,0,1,2
6096,none,"Bauingenieur / Architekt (m/w) LP 6-9 in Münster, Nordrhein-Westfalen",1,0,0,0
6097,none,Schwesternverband Ambulanter Pflegedienst Regionalleitung Melanie Rech Hauptstr. 97 66773 Schwalbach www.schwesternverband.de,1,0,0,0
6098,soft,"Sie arbeiten selbstständig und serviceorientiert, sind belastbar, haben Durchsetzungsvermögen und sind eine wertvolle Ergänzung in jedem Team",0,1,0,1
6099,none,Das Karriereportal für Wissenschaft & Forschung von In Kooperation mit,1,0,0,0
6100,soft,Eine selbstständige und verantwortungsbewusste Arbeitsweise.,0,1,0,1
6101,soft,Saubere und sorgfältige Arbeitsweise gemäß HACCP.,0,1,0,1
6102,soft,"Freundliches und professionelles Auftreten gegenüber Kollegen, Kunden und Geschäftspartnern.",0,1,0,1
6103,soft,Zielorientierte positive Vertriebspersönlichkeit mit strukturierter und eigenverantwortlicher Arbeitsweise.,0,1,0,1
6104,soft,Teamgeist und gute kommunikative Fähigkeiten,0,1,0,1
6105,tech,Sie sind sicher im Umgang mit MS Office,0,0,1,2
6106,tech,Zusätzlich beherrschen Sie auch den Umgang mit DOORs.,0,0,1,2
6107,none,"In Vollzeit, der sich um alle anfallenden Aufgaben im Bereich der Installation, Konfiguration und Pfege der informationstechnischen Infrastrukturen kümmert. Die Stelle ist unbefristet.",1,0,0,0
6108,soft,"Ihre Stärken liegen in einer schnellen Auffassungsgabe, ausgeprägter Team- und Kommunikationsfähigkeit sowie Leistungsbereitschaft.",0,1,0,1
6109,soft,Gute analytische und konzeptionelle Fähigkeiten,0,1,0,1
6110,none,Erneuerbare Energien,1,0,0,0
6111,tech,Höhentauglichkeitsuntersuchung (G41),0,0,1,2
6112,tech,"Belegbare ausgezeichnete verkäuferische Fähigkeiten, idealerweise in der Medizinproduktebranche.",0,0,1,2
6113,soft,"Teamgeist, Flexibilität, Zuverlässigkeit, Eigeninitiative",0,1,0,1
6114,none,Unser Mandant ist ein innovativ forschendes und namhaftes Unternehmen aus der Pharmaindustrie mit internationaler Ausrichtung.,1,0,0,0
6115,soft,"Verhandlungsgeschick, Kommunikationsstärke und Kundenorientierung.",0,1,0,1
6116,soft,"Logisch, schlussfolgerndem Denken und Einfallsreichtum.",0,1,0,1
6117,soft,Dienstleistungsorientierung.,0,1,0,1
6118,soft,Gutes analytisches und konzeptionelles Denkvermögen,0,1,0,1
6119,tech,Sehr gute Kenntnisse in den Bereichen Produkt- und Organisationsentwicklung.,0,0,1,2
6120,soft,Teamfähigkeit ist Ihnen wichtig.,0,1,0,1
6121,soft,"Eigeninitiative, Belastbarkeit und die Fähigkeit, flexibel auf Anforderungen zu reagieren",0,1,0,1
6122,none,"Standort Rheinmetall MAN Military Vehicles GmbH Kassel, Deutschland",1,0,0,0
6123,none,Bitte nutzen Sie dafür unser Online-Bewerberportal: http://www.linamar.com/de/careers Schriftlich an: Linamar Valvetrain GmbH; Quedlinburger Landstraße 1; 06502 Thale/Warnstedt; z.Hd. Tino Bock;. Oder per Mail an: linamarvalvetraingmbh-hr@linamar.com,1,0,0,0
